address,city,submarket,state,zip_code,property_type,property_class,sale_date,sale_price,price_per_unit,price_per_sf,cap_rate,units,total_sf,lot_size_sf,year_built,year_renovated,num_buildings,num_floors,parking_spaces,noi,gross_potential_rent,occupancy_at_sale,inplace_vs_market_rent_pct,buyer,buyer_type,seller,seller_type,broker,financing_type,ltv,lender,interest_rate,deal_type,special_conditions,data_source,notes
5717 Oak Boulevard,New York,Manhattan,NY,66114,hotel,Full Service,2023-11-03,56727730,241395.0,562.69,7.54,235.0,100815,157889,1996,,1,24,202,4277270.0,6580415.0,0.75,0.85,Ares Management,Developer,JLL,Sovereign Wealth Fund,CBRE,financed,0.66,Goldman Sachs,5.6,stabilized,waterfront property,CoStar COMPS,Full Service class hotel in Manhattan
3105 Market Drive,Miami,West Palm Beach,FL,40407,mixed-use,A,2023-11-01,351644767,1127067.0,1253.11,6.97,312.0,280618,647275,2000,,1,7,587,,,0.9,,MetLife,Family Office,CBRE Investment Management,Developer,Colliers,assumption,,,,value-add,off-market deal,Public Records,A class mixed-use in West Palm Beach
4917 Main Street,Riverside,Ontario,CA,58773,hotel,Select Service,2023-10-31,101710736,813686.0,1390.92,7.1,125.0,73125,184499,2000,,1,9,182,7221462.0,11109941.0,0.82,0.88,Carlyle Group,Developer,Tishman Speyer,Investment Fund,HFF,cash,,,,stabilized,historic building,CBRE Market Report,Select Service class hotel in Ontario
9908 Park Street,Dallas,Plano,TX,61573,hotel,Limited Service,2023-10-29,108325526,309502.0,690.85,7.65,350.0,156800,341999,2001,,1,35,394,,,0.72,,Ares Management,Sovereign Wealth Fund,Duke Realty,Individual Investor,,assumption,,,,development,,Public Records,Limited Service class hotel in Plano
3075 Center Street,Boston,Cambridge,MA,56205,mixed-use,B,2023-10-28,113757783,631988.0,307.62,7.37,180.0,369802,901565,2000,,1,19,805,,,0.96,,LaSalle Investment Management,REIT,Kimco Realty,REIT,Eastdil Secured,cash,,,,distressed,,Real Estate Alert,B class mixed-use in Cambridge
2625 Washington Drive,Los Angeles,Downtown LA,CA,77173,industrial,B,2023-10-26,95004924,,152.36,5.95,,623557,1799113,1998,,1,3,1532,,,0.89,,CBRE Investment Management,Sovereign Wealth Fund,Bentall GreenOak,Developer,,seller financing,,,,portfolio,,JLL Research,B class industrial in Downtown LA
9531 Market Avenue,Miami,Miami Beach,FL,18442,industrial,A,2023-10-26,108692831,,330.64,6.48,,328732,959106,2002,,1,1,762,7043295.0,10835838.0,0.9,0.97,Vornado Realty Trust,Pension Fund,Greystar,Private Equity,Newmark,financed,0.59,Principal Financial,6.49,stabilized,off-market deal,Public Records,A class industrial in Miami Beach
8033 Market Way,Detroit,Warren,MI,96311,office,A,2023-10-24,126774073,,273.82,6.8,,462980,1074139,2016,,1,3,1151,,,0.72,,Equity Residential,Insurance Company,Ares Management,Developer,Marcus & Millichap,bridge loan,,,,portfolio,ground lease,CBRE Market Report,A class office in Warren
2689 Madison Drive,Los Angeles,Santa Monica,CA,34297,hotel,Select Service,2023-10-24,94841797,421519.0,733.08,7.91,225.0,129375,336543,2015,2022.0,1,25,321,,,0.77,,Apollo Global Management,Family Office,Nuveen Real Estate,Private Equity,HFF,bridge loan,,,,development,historic building,CoStar COMPS,Select Service class hotel in Santa Monica
325 Madison Way,Riverside,San Bernardino,CA,94640,hotel,Select Service,2023-10-24,91087003,583891.0,1234.44,7.56,156.0,73788,186878,1999,,1,20,174,,,0.71,,CBRE Investment Management,Individual Investor,Nuveen Real Estate,Developer,Colliers,cash,,,,development,portfolio acquisition,CBRE Market Report,Select Service class hotel in San Bernardino
5857 Oak Way,Washington,Georgetown,DC,39205,hotel,Full Service,2023-10-24,82347491,633442.0,1211.17,8.68,130.0,67990,159410,2007,,1,22,211,7147762.0,10996556.0,0.7,1.05,Harrison Street,Developer,Cushman & Wakefield,REIT,JLL,cash,,,,stabilized,historic building,CBRE Market Report,Full Service class hotel in Georgetown
7614 Madison Drive,Dallas,Uptown,TX,89621,industrial,A,2023-10-23,10474177,,44.02,6.43,,237962,526745,2002,,1,2,576,,,0.89,,Tishman Speyer,Sovereign Wealth Fund,Blackstone,Private Equity,Newmark,cash,,,,value-add,,Real Capital Analytics,A class industrial in Uptown
8190 Madison Street,New York,Jersey City,NY,56891,hotel,Full Service,2023-10-23,123047557,362972.0,630.16,8.89,339.0,195264,300471,2009,,1,17,413,,,0.73,,Related Companies,Investment Fund,CBRE Investment Management,Family Office,CBRE,assumption,,,,sale-leaseback,off-market deal,JLL Research,Full Service class hotel in Jersey City
4330 Oak Drive,Phoenix,Scottsdale,AZ,15256,mixed-use,B,2023-10-23,164391493,460480.0,374.3,5.68,357.0,439203,966628,2021,,1,23,1111,,,0.94,,Prologis,Private Equity,CBRE Investment Management,Developer,,cash,,,,portfolio,LEED certified,JLL Research,B class mixed-use in Scottsdale
8589 Broadway Avenue,Dallas,Plano,TX,55844,hotel,Full Service,2023-10-21,132835662,702834.0,1248.37,7.02,189.0,106407,267191,2021,,1,26,294,,,0.81,,Brookfield Asset Management,Insurance Company,Cushman & Wakefield,Developer,Eastdil Secured,cash,,,,sale-leaseback,,Public Records,Full Service class hotel in Plano
4583 Market Street,Houston,Energy Corridor,TX,63728,office,C,2023-10-21,195153488,,897.98,6.24,,217326,505076,2008,,1,20,646,12177577.0,18734733.0,0.74,0.87,Related Companies,Insurance Company,Newmark,Developer,CBRE,cash,,,,stabilized,portfolio acquisition,Public Records,C class office in Energy Corridor
6284 Washington Street,Los Angeles,Anaheim,CA,56191,multifamily,A,2023-10-21,60259293,136025.0,156.53,5.49,443.0,384967,804422,2011,2024.0,2,17,1283,,,0.9,,Lendlease,Pension Fund,HFF,Investment Fund,JLL,assumption,,,,sale-leaseback,,Real Capital Analytics,A class multifamily in Anaheim
2340 Market Street,New York,Brooklyn,NY,97380,industrial,C,2023-10-21,95445405,,203.32,5.79,,469435,767620,2004,,1,2,1225,,,0.89,,Duke Realty,REIT,Bentall GreenOak,Family Office,Cushman & Wakefield,assumption,,,,portfolio,,Public Records,C class industrial in Brooklyn
5259 Main Boulevard,Dallas,Plano,TX,42507,multifamily,A,2023-10-19,10881653,34545.0,39.75,4.8,315.0,273735,474128,2004,,1,32,700,,,0.88,,Nuveen Real Estate,Insurance Company,Newmark,Family Office,Colliers,bridge loan,,,,portfolio,master lease in place,CoStar COMPS,A class multifamily in Plano
6699 Main Way,Philadelphia,Center City,PA,51312,multifamily,C,2023-10-19,71977968,159596.0,145.88,4.78,451.0,493394,1275364,1985,2016.0,3,23,1002,,,0.96,,Nuveen Real Estate,REIT,Eastdil Secured,Insurance Company,Newmark,financed,0.52,Wells Fargo,7.67,development,ground lease,Real Estate Alert,C class multifamily in Center City
3341 Washington Street,New York,Jersey City,NY,75097,mixed-use,A,2023-10-17,355575461,1623632.0,1231.63,6.68,219.0,288702,504906,2020,,1,22,638,,,0.94,,Tishman Speyer,Pension Fund,KKR Real Estate,Private Equity,HFF,cash,,,,development,,Public Records,A class mixed-use in Jersey City
3958 Madison Avenue,Washington,Georgetown,DC,25046,office,B,2023-10-17,54176236,,374.75,6.06,,144565,428143,2006,2016.0,1,28,304,3283079.0,5050890.0,0.94,0.95,Simon Property Group,Private Equity,Nuveen Real Estate,Pension Fund,,seller financing,,,,stabilized,,CoStar COMPS,B class office in Georgetown
1130 Main Boulevard,Seattle,Downtown Seattle,WA,10504,multifamily,C,2023-10-13,30468290,64415.0,78.27,5.31,473.0,389279,982395,2007,,2,7,1027,1617866.0,2489024.0,0.97,0.88,Kimco Realty,REIT,Eastdil Secured,Private Equity,Berkadia,financed,0.73,Barclays,8.21,stabilized,waterfront property,CoStar COMPS,C class multifamily in Downtown Seattle
8485 Washington Avenue,Houston,Galleria,TX,55579,office,A,2023-10-12,134576743,,1434.35,7.35,,93824,241497,2014,,1,30,238,9891390.0,15217523.0,0.94,0.9,Apollo Global Management,Insurance Company,Hines,Developer,Newmark,assumption,,,,stabilized,historic building,CBRE Market Report,A class office in Galleria
1626 Madison Boulevard,Los Angeles,Santa Monica,CA,25866,mixed-use,B,2023-10-12,21327724,61111.0,66.32,7.24,349.0,321593,880287,2013,,1,34,873,,,0.94,,Greystar,Insurance Company,Equity Residential,Sovereign Wealth Fund,Colliers,cash,,,,distressed,off-market deal,Real Estate Alert,B class mixed-use in Santa Monica
9468 Main Avenue,Miami,West Palm Beach,FL,48879,multifamily,C,2023-10-12,62594409,224353.0,233.46,4.69,279.0,268119,427453,1985,2009.0,1,4,635,,,0.86,,MetLife,Private Equity,Greystar,Sovereign Wealth Fund,Berkadia,cash,,,,value-add,,CBRE Market Report,C class multifamily in West Palm Beach
539 Broadway Avenue,Chicago,Loop,IL,55757,office,A,2023-10-11,176063384,,517.62,7.44,,340139,910110,2018,2023.0,1,18,798,,,0.77,,Ares Management,Family Office,Cushman & Wakefield,REIT,Berkadia,seller financing,,,,sale-leaseback,,CBRE Market Report,A class office in Loop
4144 Center Way,Miami,Miami Beach,FL,49486,industrial,A,2023-10-10,18585913,,74.46,6.74,,249623,482238,2018,2023.0,1,2,643,,,0.93,,Bentall GreenOak,Sovereign Wealth Fund,JLL,Developer,Cushman & Wakefield,bridge loan,,,,distressed,1031 exchange,Public Records,A class industrial in Miami Beach
2762 Main Street,Seattle,South Lake Union,WA,65344,hotel,Select Service,2023-10-10,52071502,410012.0,721.85,7.34,127.0,72136,175860,1996,,1,17,215,,,0.79,,AvalonBay Communities,Family Office,Newmark,Family Office,Newmark,assumption,,,,portfolio,1031 exchange,Public Records,Select Service class hotel in South Lake Union
5779 Washington Drive,Miami,Miami Beach,FL,44750,retail,C,2023-10-09,45049006,,463.08,6.52,,97281,284764,2019,,1,2,271,,,0.85,,Harrison Street,Sovereign Wealth Fund,Blackstone,Sovereign Wealth Fund,Eastdil Secured,bridge loan,,,,sale-leaseback,,CoStar COMPS,C class retail in Miami Beach
9333 Center Boulevard,Phoenix,Chandler,AZ,25627,hotel,Full Service,2023-10-09,92424955,540497.0,1236.83,7.05,171.0,74727,129401,2023,,1,11,221,,,0.82,,Duke Realty,Developer,Kimco Realty,REIT,Marcus & Millichap,seller financing,,,,distressed,,JLL Research,Full Service class hotel in Chandler
8142 Market Street,New York,Manhattan,NY,52079,office,A,2023-10-08,202211554,,594.53,7.89,,340119,1002754,1998,,1,19,805,,,0.86,,RXR Realty,Sovereign Wealth Fund,RXR Realty,Pension Fund,Cushman & Wakefield,seller financing,,,,distressed,1031 exchange,Real Capital Analytics,A class office in Manhattan
4245 Broadway Street,Phoenix,Downtown Phoenix,AZ,76294,hotel,Limited Service,2023-10-07,121916233,507984.0,900.68,7.09,240.0,135360,299168,2020,,1,37,415,,,0.77,,RXR Realty,Sovereign Wealth Fund,Brookfield Asset Management,Private Equity,JLL,seller financing,,,,portfolio,ground lease,Real Capital Analytics,Limited Service class hotel in Downtown Phoenix
7924 Broadway Avenue,Atlanta,Midtown,GA,31370,office,A,2023-10-05,151258983,,2202.89,6.45,,68664,142071,2011,,1,4,155,,,0.79,,Blackstone,REIT,Starwood Capital,Pension Fund,Cushman & Wakefield,bridge loan,,,,value-add,,CBRE Market Report,A class office in Midtown
9100 Broadway Avenue,Boston,Cambridge,MA,86036,office,A,2023-10-05,120288949,,1960.19,6.32,,61366,106760,2011,,1,6,157,,,0.91,,Boston Properties,Sovereign Wealth Fund,JLL,Investment Fund,Berkadia,seller financing,,,,distressed,off-market deal,Real Capital Analytics,A class office in Cambridge
7849 Main Avenue,Dallas,Uptown,TX,37049,multifamily,C,2023-10-04,29574814,109132.0,109.68,5.3,271.0,269645,532168,1997,,4,22,740,,,0.95,,Carlyle Group,Pension Fund,JLL,Sovereign Wealth Fund,,bridge loan,,,,sale-leaseback,,JLL Research,C class multifamily in Uptown
4818 Main Street,Atlanta,Alpharetta,GA,20255,office,A,2023-10-02,108317053,,775.53,7.27,,139668,353625,1993,,1,13,367,,,0.88,,AvalonBay Communities,Sovereign Wealth Fund,Cushman & Wakefield,Developer,,assumption,,,,sale-leaseback,historic building,Public Records,A class office in Alpharetta
2828 Oak Street,Atlanta,Alpharetta,GA,44564,multifamily,C,2023-10-02,51407598,317331.0,326.14,4.95,162.0,157626,426160,1987,1993.0,1,24,404,,,0.88,,Related Companies,Pension Fund,Lendlease,Pension Fund,CBRE,bridge loan,,,,portfolio,,JLL Research,C class multifamily in Alpharetta
2527 Broadway Avenue,Philadelphia,King of Prussia,PA,30903,mixed-use,A,2023-10-02,306455954,1638802.0,1146.05,5.98,187.0,267403,540473,1996,2021.0,1,26,698,,,0.85,,Prologis,Family Office,Starwood Capital,Insurance Company,,bridge loan,,,,value-add,portfolio acquisition,Real Capital Analytics,A class mixed-use in King of Prussia
4537 Washington Drive,Seattle,South Lake Union,WA,54126,mixed-use,A,2023-10-02,219028152,771226.0,794.18,6.63,284.0,275791,466006,2008,2017.0,1,14,712,14521566.0,22340870.0,0.96,1.01,Nuveen Real Estate,Investment Fund,Cushman & Wakefield,Individual Investor,HFF,seller financing,,,,stabilized,LEED certified,Real Estate Alert,A class mixed-use in South Lake Union
9225 Oak Boulevard,New York,Manhattan,NY,15902,mixed-use,A,2023-10-01,107726045,288810.0,202.39,6.42,373.0,532272,851253,2002,,1,39,1102,6916012.0,10640018.0,0.88,0.92,Harrison Street,Family Office,Starwood Capital,Individual Investor,Colliers,assumption,,,,stabilized,,Real Estate Alert,A class mixed-use in Manhattan
5899 Madison Way,Philadelphia,Center City,PA,39934,mixed-use,B,2023-10-01,244542901,1077282.0,483.69,6.91,227.0,505580,1408991,2014,,1,22,1251,,,0.87,,Duke Realty,Investment Fund,Tishman Speyer,Investment Fund,Newmark,cash,,,,portfolio,off-market deal,Real Estate Alert,B class mixed-use in Center City
6650 Oak Street,Dallas,Fort Worth,TX,49129,office,C,2023-09-29,83784930,,462.91,7.62,,180996,458714,1994,,1,39,558,,,0.72,,PGIM Real Estate,Sovereign Wealth Fund,Hines,Sovereign Wealth Fund,Cushman & Wakefield,seller financing,,,,value-add,1031 exchange,JLL Research,C class office in Fort Worth
5715 Center Drive,San Francisco,Berkeley,CA,27540,multifamily,A,2023-09-29,76234064,470581.0,452.92,4.61,162.0,168318,334919,1995,,2,40,388,,,0.94,,Prologis,Insurance Company,Colliers International,Sovereign Wealth Fund,HFF,assumption,,,,portfolio,,Public Records,A class multifamily in Berkeley
8956 Park Street,Detroit,Midtown,MI,62655,mixed-use,B,2023-09-28,270862855,1583993.0,1653.7,5.6,171.0,163792,309441,2001,,1,37,510,,,0.9,,CBRE Investment Management,REIT,Harrison Street,Individual Investor,Colliers,financed,0.66,Bank of America,8.22,value-add,,CoStar COMPS,B class mixed-use in Midtown
904 Broadway Boulevard,Riverside,Ontario,CA,62720,multifamily,B,2023-09-28,38495828,340671.0,381.49,5.08,113.0,100909,283095,2021,,5,22,228,1955588.0,3008596.0,0.86,0.87,Harrison Street,Insurance Company,Newmark,Investment Fund,Cushman & Wakefield,bridge loan,,,,stabilized,,Public Records,B class multifamily in Ontario
6906 Washington Drive,Chicago,River North,IL,59563,multifamily,A,2023-09-26,48451741,605647.0,603.84,5.13,80.0,80240,129871,2017,2023.0,2,12,183,,,0.92,,CBRE Investment Management,Insurance Company,HFF,Sovereign Wealth Fund,Newmark,cash,,,,portfolio,ground lease,Real Estate Alert,A class multifamily in River North
7360 Park Avenue,Dallas,Plano,TX,51158,multifamily,A,2023-09-26,51523026,554011.0,488.12,4.73,93.0,105555,209822,2009,,4,32,240,2437039.0,3749290.0,0.95,0.92,Ares Management,REIT,Kimco Realty,Family Office,,assumption,,,,stabilized,historic building,Real Estate Alert,A class multifamily in Plano
4516 Main Boulevard,Detroit,Troy,MI,52898,mixed-use,A,2023-09-26,56477532,149411.0,102.17,7.14,378.0,552796,860618,2012,,1,40,1470,,,0.91,,SL Green Realty,Individual Investor,Equity Residential,Family Office,Newmark,financed,0.56,,6.68,value-add,,Public Records,A class mixed-use in Troy
2542 Main Boulevard,New York,Brooklyn,NY,45083,mixed-use,B,2023-09-26,321134582,840666.0,617.6,5.52,382.0,519972,1481125,2008,2018.0,1,5,1329,,,0.86,,RXR Realty,Pension Fund,Newmark,Investment Fund,Berkadia,cash,,,,distressed,off-market deal,CoStar COMPS,B class mixed-use in Brooklyn
1121 Oak Drive,Atlanta,Buckhead,GA,69535,industrial,B,2023-09-25,37411730,,230.54,6.32,,162276,392488,1998,,1,1,367,,,0.95,,CBRE Investment Management,REIT,Colliers International,REIT,Cushman & Wakefield,financed,0.74,Deutsche Bank,7.76,development,ground lease,CBRE Market Report,B class industrial in Buckhead
6323 Oak Drive,Los Angeles,Long Beach,CA,50470,multifamily,C,2023-09-25,49620038,143411.0,122.78,4.65,346.0,404128,1050392,2011,,3,13,1206,,,0.89,,Tishman Speyer,Developer,Lendlease,Family Office,,seller financing,,,,distressed,master lease in place,Public Records,C class multifamily in Long Beach
5239 Washington Way,New York,Brooklyn,NY,84216,multifamily,C,2023-09-25,90070438,486867.0,594.47,4.93,185.0,151515,326376,1991,2018.0,5,37,318,,,0.94,,Ares Management,Investment Fund,SL Green Realty,Pension Fund,,cash,,,,portfolio,,Public Records,C class multifamily in Brooklyn
9537 Madison Avenue,Atlanta,Sandy Springs,GA,72427,hotel,Select Service,2023-09-24,124656632,479449.0,1115.0,7.84,260.0,111800,296075,1995,2008.0,1,33,228,9773079.0,15035506.0,0.85,1.04,Bentall GreenOak,Sovereign Wealth Fund,Simon Property Group,REIT,Marcus & Millichap,cash,,,,stabilized,1031 exchange,Real Capital Analytics,Select Service class hotel in Sandy Springs
1640 Broadway Street,Boston,Brookline,MA,57279,office,A,2023-09-24,188738210,,1117.96,7.27,,168824,497254,2002,2007.0,1,36,557,13721267.0,21109641.0,0.78,0.96,Bentall GreenOak,Insurance Company,Starwood Capital,Sovereign Wealth Fund,CBRE,assumption,,,,stabilized,waterfront property,Real Capital Analytics,A class office in Brookline
9478 Broadway Avenue,Detroit,Warren,MI,28469,hotel,Select Service,2023-09-24,17061137,133290.0,268.19,7.1,128.0,63616,131212,2021,,1,20,130,,,0.75,,Duke Realty,Developer,Eastdil Secured,Insurance Company,HFF,financed,0.57,JLL Capital Markets,5.85,value-add,,JLL Research,Select Service class hotel in Warren
5243 Center Drive,Phoenix,Chandler,AZ,69561,mixed-use,B,2023-09-24,56509318,509093.0,252.67,7.24,111.0,223645,447182,2019,2024.0,1,19,612,,,0.93,,PGIM Real Estate,Pension Fund,Carlyle Group,Pension Fund,Cushman & Wakefield,seller financing,,,,development,,JLL Research,B class mixed-use in Chandler
1606 Washington Avenue,Philadelphia,King of Prussia,PA,62595,hotel,Limited Service,2023-09-22,128728118,502844.0,865.48,8.86,256.0,148736,405281,2004,2011.0,1,32,352,,,0.67,,PGIM Real Estate,Investment Fund,Carlyle Group,Private Equity,Colliers,financed,0.55,Starwood Property Trust,6.41,portfolio,historic building,Real Estate Alert,Limited Service class hotel in King of Prussia
2348 Market Drive,Dallas,Arlington,TX,50023,mixed-use,A,2023-09-21,101447711,264187.0,341.69,6.18,384.0,296902,850506,2002,2016.0,1,24,717,,,0.89,,Ares Management,Investment Fund,KKR Real Estate,REIT,,bridge loan,,,,value-add,,JLL Research,A class mixed-use in Arlington
9667 Main Drive,Miami,Aventura,FL,48371,retail,A,2023-09-18,49600674,,519.78,7.39,,95427,195746,1990,,1,2,250,,,0.86,,Ares Management,Investment Fund,Lendlease,Developer,Newmark,seller financing,,,,distressed,,Real Estate Alert,A class retail in Aventura
1556 Market Way,Miami,Fort Lauderdale,FL,84590,industrial,C,2023-09-16,88662295,,134.52,5.96,,659102,1382107,2014,,1,2,2189,,,0.91,,AEW Capital Management,Pension Fund,MetLife,Private Equity,JLL,cash,,,,development,ground lease,CoStar COMPS,C class industrial in Fort Lauderdale
7146 Market Drive,Boston,Cambridge,MA,75417,mixed-use,A,2023-09-15,285172917,2144157.0,1564.25,6.19,133.0,182306,439040,1997,,1,7,409,,,0.93,,Blackstone,Individual Investor,AvalonBay Communities,Individual Investor,Newmark,assumption,,,,portfolio,ground lease,Real Estate Alert,A class mixed-use in Cambridge
